C00496679|92270|2017|100|100|1
C00484451|74055|2017|10|110|2
C00484451|49424|2017|10|206|3
C00484451|36526|2017|19|225|4
C00484451|73170|2017|19|244|5
C00484451|80123|2017|19|264|6
C00484451|50073|2017|19|279|7
C00484451|50014|2017|19|319|8
C00484451|75013|2017|19|338|9
C00484451|75033|2017|19|357|10
C00484451|32507|2017|19|453|11
C00484451|75071|2017|19|463|12
C00484451|49464|2017|19|483|13
C00484451|66221|2017|19|503|14
C00484451|77554|2017|19|518|15
C00484451|90601|2017|19|537|16
C00484451|44278|2017|19|556|17
C00484451|49424|2017|19|571|18
C00484451|54016|2017|15|581|19
C00484451|75034|2017|15|677|20
C00484451|53406|2017|19|715|21
C00484451|49424|2017|15|730|22
C00484451|54016|2017|15|740|23
C00484451|75229|2017|15|782|24
C00484451|53402|2017|15|801|25
C00484451|75025|2017|15|811|26
C00484451|11501|2017|15|849|27
C00484451|13156|2017|15|859|28
C00484451|85297|2017|15|869|29
C00484451|94533|2017|15|907|30
C00484451|66221|2017|15|965|31
C00484451|75287|2017|15|1003|32
C00484451|75070|2017|15|1022|33
C00484451|75070|2017|15|1060|34
C00484451|95661|2017|15|1070|35
C00484451|75068|2017|15|1200|36
C00484451|94517|2017|15|1296|37
C00484451|98604|2017|15|1316|38
C00484451|46033|2017|15|1335|39
C00484451|14516|2017|15|1350|40
C00484451|55403|2017|15|1365|41
C00484451|92653|2017|15|1385|42
C00484451|75034|2017|15|1405|43
C00484451|75026|2017|15|1430|44
C00484451|75034|2017|15|1440|45
C00484451|75034|2017|15|1459|46
C00484451|63126|2017|15|1474|47
C00484451|75034|2017|15|1493|48
C00484451|76226|2017|15|1512|49
C00484451|75007|2017|15|1532|50
C00484451|75033|2017|15|1570|51
C00484451|75078|2017|15|1589|52
C00484451|75078|2017|15|1604|53
C00484451|75048|2017|15|1614|54
C00484451|75034|2017|15|1654|55
C00484451|98374|2017|15|1692|56
C00484451|08831|2017|15|1712|57
C00484451|30152|2017|15|1727|58
C00484451|75071|2017|15|1765|59
C00484451|98198|2017|15|1805|60
C00484451|75098|2017|15|1824|61
C00484451|75024|2017|15|1843|62
C00484451|75024|2017|15|1881|63
C00484451|75078|2017|19|1901|64
C00484451|75093|2017|15|1911|65
C00484451|75019|2017|15|1930|66
C00484451|83607|2017|15|1935|67
C00484451|75098|2017|15|1950|68
C00484451|75078|2017|15|1988|69
C00484451|60564|2017|15|2088|70
C00484451|75024|2017|15|2184|71
C00484451|75070|2017|15|2194|72
C00484451|95695|2017|15|2204|73
C00484451|75013|2017|15|2214|74
C00484451|22205|2017|15|2254|75
C00484451|75078|2017|15|2264|76
C00484451|47150|2017|15|2284|77
C00484451|75013|2017|15|2322|78
C00484451|75071|2017|15|2332|79
C00484451|75013|2017|15|2370|80
C00484451|78550|2017|15|2389|81
C00484451|75089|2017|15|2399|82
C00484451|78108|2017|15|2418|83
C00484451|30518|2017|15|2428|84
C00484451|60506|2017|15|2443|85
C00484451|75070|2017|15|2450|86
C00484451|72704|2017|15|2488|87
C00484451|74055|2017|15|2498|88
C00484451|36526|2017|15|2517|89
C00484451|73170|2017|15|2536|90
C00484451|80123|2017|15|2556|91
C00484451|49424|2017|15|2652|92
C00484451|50073|2017|15|2667|93
C00484451|50014|2017|15|2707|94
C00484451|75013|2017|15|2726|95
C00484451|76001|2017|15|2736|96
C00484451|65065|2017|15|2746|97
C00484451|60614|2017|15|2896|98
C00484451|18062|2017|15|2906|99
C00484451|75225|2017|15|3002|100
C00484451|75033|2017|15|3021|101
C00484451|61434|2017|15|3031|102
C00484451|75070|2017|15|3069|103
C00484451|75002|2017|15|3088|104
C00484451|75098|2017|15|3098|105
C00484451|76092|2017|15|3136|106
C00484451|75069|2017|15|3174|107
C00484451|95621|2017|15|3193|108
C00484451|75098|2017|15|3212|109
C00484451|30078|2017|15|3222|110
C00484451|77007|2017|15|3318|111
C00484451|60504|2017|15|3337|112
C00484451|49464|2017|15|3357|113
C00484451|75078|2017|15|3376|114
C00484451|33149|2017|15|3395|115
C00484451|75252|2017|15|3415|116
C00484451|60586|2017|15|3453|117
C00484451|75287|2017|15|3472|118
C00484451|75033|2017|15|3491|119
C00484451|32507|2017|15|3587|120
C00484451|66221|2017|15|3607|121
C00484451|77554|2017|15|3622|122
C00484451|75071|2017|15|3632|123
C00484451|90601|2017|15|3651|124
C00484451|44278|2017|15|3670|125
C00484451|75098|2017|15|3680|126
C00484451|75035|2017|15|3700|127
C00484451|94517|2017|15|3719|128
C00484451|75034|2017|15|3738|129
C00484451|75252|2017|15|3776|130
C00115832|47111|2017|15|3817|131
C00115832|47111|2017|15|3858|132
C00115832|46033|2017|15|3908|133
C00115832|47124|2017|15|3958|134
C00115832|33872|2017|15|3978|135
C00115832|46143|2017|15|4078|136
C00115832|46220|2017|15|4128|137
C00115832|46750|2017|15|4229|138
C00115832|46947|2017|15|4282|139
C00143867|30309|2017|15|4382|140
C00143867|30309|2017|19|4482|141
C00143867|30062|2017|19|4502|142
C00143867|30062|2017|19|4522|143
C00143867|30318|2017|19|4542|144
C00143867|30318|2017|19|4562|145
C00143867|30066|2017|19|4592|146
C00143867|30066|2017|19|4622|147
C00143867|30305|2017|19|4722|148
C00143867|30305|2017|19|4822|149
C00143867|01776|2017|19|4832|150
C00143867|01776|2017|19|4842|151
C00143867|30071|2017|19|4852|152
C00143867|30071|2017|15|4862|153
C00143867|30033|2017|15|4877|154
C00143867|30033|2017|15|4892|155
C00143867|30318|2017|15|4912|156
C00143867|30318|2017|15|4932|157
C00143867|10956|2017|15|4947|158
C00143867|30075|2017|15|4962|159
C00143867|30075|2017|15|4977|160
C00143867|30022|2017|15|4997|161
C00143867|30075|2017|15|5012|162
C00143867|30132|2017|15|5022|163
C00143867|30132|2017|15|5032|164
C00143867|20175|2017|15|5047|165
C00143867|20175|2017|15|5062|166
C00143867|30075|2017|15|5077|167
C00143867|30005|2017|15|5107|168
C00143867|30005|2017|15|5137|169
C00143867|30084|2017|15|5172|170
C00143867|10956|2017|15|5187|171
C00143867|30317|2017|15|5202|172
C00143867|30317|2017|15|5217|173
C00143867|30084|2017|15|5252|174
C00143867|30075|2017|15|5287|175
C00143867|30075|2017|15|5322|176
C00143867|63128|2017|15|5342|177
C00143867|63128|2017|15|5362|178
C00143867|30067|2017|15|5387|179
C00143867|30067|2017|15|5412|180
C00143867|30329|2017|15|5427|181
C00143867|30329|2017|15|5442|182
C00143867|63368|2017|15|5452|183
C00143867|63368|2017|15|5462|184
C00143867|43227|2017|15|5482|185
C00143867|43227|2017|15|5502|186
C00143867|30064|2017|15|5522|187
C00143867|30064|2017|15|5542|188
C00143867|30022|2017|15|5557|189
C00143867|30022|2017|15|5572|190
C00143867|20817|2017|15|5592|191
C00143867|20817|2017|15|5612|192
C00143867|30309|2017|15|5632|193
C00143867|30309|2017|15|5652|194
C00143867|30324|2017|15|5667|195
C00143867|30324|2017|15|5682|196
C00143867|30269|2017|15|5727|197
C00143867|30269|2017|15|5772|198
C00143867|29605|2017|15|5792|199
C00143867|29605|2017|15|5812|200
C00143867|30309|2017|15|5912|201
C00143867|30309|2017|15|6012|202
C00143867|30005|2017|15|6032|203
C00143867|30005|2017|15|6052|204
C00143867|30092|2017|15|6102|205
C00143867|30092|2017|15|6152|206
C00143867|30189|2017|15|6182|207
C00143867|30189|2017|15|6212|208
C00143867|30064|2017|15|6227|209
C00143867|30064|2017|15|6242|210
C00143867|30082|2017|15|6257|211
C00143867|30082|2017|15|6272|212
C00143867|30307|2017|15|6282|213
C00143867|30307|2017|15|6292|214
C00143867|30075|2017|15|6312|215
C00143867|30075|2017|15|6332|216
C00143867|30328|2017|15|6352|217
C00143867|30328|2017|15|6372|218
C00143867|30305|2017|15|6472|219
C00143867|30305|2017|15|6572|220
C00143867|30041|2017|15|6587|221
C00143867|30041|2017|15|6602|222
C00143867|30066|2017|15|6612|223
C00143867|30066|2017|15|6622|224
C00143867|30101|2017|15|6632|225
C00143867|30101|2017|15|6642|226
C00143867|30004|2017|15|6672|227
C00143867|30004|2017|15|6702|228
C00143867|30041|2017|15|6722|229
C00143867|30041|2017|15|6742|230
C00143867|30022|2017|15|6762|231
C00143867|30309|2017|15|6772|232
C00143867|30040|2017|15|6827|233
C00143867|30040|2017|15|6882|234
C00143867|30328|2017|15|6892|235
C00143867|30328|2017|15|6902|236
C00143867|30290|2017|15|6912|237
C00143867|30290|2017|15|6922|238
C00143867|30305|2017|15|6942|239
C00143867|30305|2017|15|6962|240
C00143867|63011|2017|15|6977|241
C00143867|63011|2017|15|6992|242
C00143867|30004|2017|15|7012|243
